rep_number	timepoint	trial_letter	tube_length
4	30	E	129.418
4	30	E	113.436
4	30	E	161.024
4	30	E	146.899
4	30	E	132.143
4	30	E	46.947
4	30	E	134.306
4	30	E	67.392
4	30	F	77.523
4	30	F	67.4
4	30	F	58.043
4	30	F	58.362
4	30	F	77.018
4	30	F	49.776
4	30	F	89.349
4	30	F	88.538
4	30	F	79.623
4	30	F	54.192
4	30	F	69.881
4	30	F	84
4	30	F	57.982
4	30	F	66.076
4	30	F	78.534
4	30	F	62.689
4	30	F	73.221
4	30	F	50.841
4	30	F	44.395
4	30	F	64.422
4	30	F	37.898
4	30	F	66.892
4	30	F	60.153
4	30	F	82.529
4	30	F	39.138
4	30	F	36.284
4	30	F	84.706
4	30	F	58.287
4	30	F	72.591
4	30	F	47.226
4	30	F	70.786
4	30	F	61.637
4	30	F	60.124
4	30	F	72.533
4	30	F	56.661
4	30	F	94.319
4	30	F	52
4	30	F	41.963
4	30	F	56.416
4	30	F	46
4	30	F	46.234
4	30	F	70.475
4	30	F	54.247
4	30	F	60.651
4	30	F	58.322
4	30	F	63.525
4	30	F	56.796
4	30	F	68.785
4	30	F	54.284
4	30	F	38.638
4	30	F	81.63
4	30	F	78.985
4	30	F	47.786
4	30	F	41.151
4	30	F	80.38
4	30	F	64.584
4	30	F	60.343
4	30	F	77.923
4	30	F	52.488
4	30	F	56.227
4	30	F	53.872
4	30	F	60.252
4	30	F	52.286
4	30	F	70.081
4	30	F	73.933
4	30	F	83.339
4	30	F	67.006
4	30	F	82.495
4	30	F	59.973
4	30	F	63.981
4	30	F	64.238
4	30	F	57.665
4	30	F	68.463
4	30	F	58.034
4	30	F	76.259
4	30	F	77.348
4	30	F	72.316
4	30	F	66.78
4	30	F	60.444
4	30	F	60.921
4	30	F	58
4	30	F	49.094
4	30	F	73.054
4	30	F	76.204
4	30	F	45.219
4	30	F	38.844
4	30	F	68.394
4	30	F	72
4	30	F	78.127
4	30	F	61.078
4	30	F	71.077
4	30	F	67.725
4	30	F	64.608
4	30	F	69.771
4	30	F	60.715
4	30	F	87.813
4	30	F	50.245
4	30	F	61.994
4	30	F	75.551
4	30	F	103.731
4	30	F	68.512
